2021-11-04 05:11:06,Pangkat,2^2,4
"2021-11-04 05:12:13",Pangkat,5^3,125
"2021-11-04 07:57:16",Pangkat,2^3,8
"2021-11-06 03:19:24",Pangkat,2^2,4
"2021-11-10 07:36:29",Pangkat,5^3,125
"2021-11-21 08:03:25",Pangkat,2^4,16
