2021-11-04 04:46:22,Faktorial,1,1
2021-11-04 04:47:20,Faktorial,5,120
2021-11-04 05:57:51,Faktorial,3,6
2021-11-04 05:59:12,Faktorial,8,40320
"2021-11-21 08:00:51",Faktorial,2,2
"2021-11-21 08:03:09",Faktorial,5,120
